PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
02EIw,1r1k3r/2Nppp1p/1bp3pn/B7/4P3/8/PPP2PPP/1R3RK1 w - - 1 18,a5b6 b8b6 c7d5 c6d5,872,76,100,189,advantage middlegame short,https://lichess.org/3lGubekC#34,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon
02EM7,2q5/4Q3/4p1k1/3p2P1/p2Pp3/4P3/5PK1/8 b - - 0 52,a4a3 e7f6 g6h7 g5g6 h7h6 g6g7 h6h7 f6f8,1872,74,95,1915,advancedPawn crushing discoveredAttack endgame exposedKing queenEndgame veryLong,https://lichess.org/HgMPoAiy/black#103,
02ERf,r1r3k1/pp3pp1/2n1bb1p/8/1P2B3/P3BN1P/5PP1/2RR2K1 w - - 3 22,e3d4 c6d4 c1c8 a8c8 f3d4 c8d8,2027,74,91,1759,advantage long middlegame,https://lichess.org/uDqw0lOh#42,
02ESq,r5k1/pp1b2pp/2n1p1p1/3pP3/3P2Q1/P1P5/3qNKPP/2R4R w - - 2 17,h1d1 a8f8 f2g1 d2e3 g1h1 h7h5 g4g6 e3e2,1890,75,95,8250,advantage master middlegame veryLong,https://lichess.org/LWkDjv4w#32,French_Defense French_Defense_Winawer_Variation
02EV3,2r3r1/p2k3p/3pbQ2/6p1/8/5B2/q1p2PPP/2R1R1K1 w - - 0 27,f6e6 a2e6 e1e6 d7e6,987,76,93,1718,crushing middlegame short,https://lichess.org/umPHfOMM#52,
02EdZ,3r2k1/1p3p1p/2p3p1/3q2PP/3r1P2/pP1bQ3/P7/K1R1R3 b - - 0 33,d3f5 e3e8 d8e8 e1e8 g8g7 h5h6,1113,82,80,229,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/I4izEYk4/black#65,
02Ef9,8/8/pp2k2p/4p3/PP2K2P/6P1/8/8 b - - 0 46,a6a5 b4a5 b6a5 g3g4 e6f6 e4d5,2299,78,91,158,crushing endgame long pawnEndgame quietMove zugzwang,https://lichess.org/l4cmWKAY/black#91,
02EhR,3rk2r/pp3pp1/4p3/4P2p/q2nQ2P/P3B3/5PP1/R4RK1 w k - 0 20,e4b7 d4e2 g1h1 a4h4,1119,76,96,3162,discoveredAttack kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/YPrgeQdp#38,
02EhX,r1b1r3/ppkn3p/5n2/1B6/4p3/2R2N2/2PP1PPP/5RK1 b - - 1 19,c7b6 f1b1 a7a6 b5d7 b6a7 d7e8,1951,77,92,399,crushing discoveredAttack exposedKing long middlegame quietMove,https://lichess.org/Vu1Mbuuk/black#37,French_Defense French_Defense_Steinitz_Attack
02EvG,r1b1k1nr/pppp1Npp/4nq2/2b5/2B1P3/8/PPP2PPP/RNBQK2R w KQkq - 1 7,f7h8 f6f2,1047,77,86,187,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/2DvapBi7#12,
02F4S,8/4n1k1/4P3/3p2PP/rp1P4/3K4/P3R3/8 w - - 0 47,e2f2 a4a3 d3c2 a3a2 c2b3 a2f2,1283,75,93,1533,crushing endgame interference long skewer,https://lichess.org/XkKfgmwN#92,
02F56,r4rk1/1pp1b1pp/p1nqb3/3p1p2/P2P2n1/1PNB1N2/1BP1QPPP/R4RK1 w - - 0 14,a1e1 c6d4 e2e6 d4e6,1462,74,92,1864,crushing middlegame short,https://lichess.org/Hx2PCMfj#26,Nimzowitsch_Defense Nimzowitsch_Defense_Franco-Nimzowitsch_Variation
02F5u,8/5k2/4p3/6Kp/3P4/5P2/8/8 b - - 0 44,f7g7 g5h5 g7f6 h5g4,1254,75,94,2608,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/nr1mzMxf/black#87,
02F70,8/1pp1b3/1n2kp2/6p1/p1PPN1P1/1P3K2/P2B4/8 b - - 0 30,f6f5 d4d5 e6f7 g4f5 a4b3 a2b3,2127,79,91,517,crushing deflection endgame long,https://lichess.org/aKYj7nR2/black#59,
02FB9,2r3k1/4npp1/1r2p1p1/p2p4/1nPP2P1/qP3N1P/P1QN1P2/1K1R3R w - - 1 22,c2c1 a3a2,890,77,100,54,middlegame,https://lichess.org/f2dft7mI#42,
02FDO,r1bq1rk1/ppppb1pp/3n1p2/4N3/8/1QNPR3/PP1P1PPP/R1B3K1 b - - 1 11,g8h8 e5g6 h7g6 e3h3,1672,87,74,29,mate mateIn2 middlegame sacrifice short,https://lichess.org/zmYsKK9X/black#21,Ruy_Lopez Ruy_Lopez_Berlin_Defense
02FEp,2kr4/Qp1n1pp1/p1p5/3p4/Nq1RP2r/8/PPP2P2/1K5R w - - 0 23,h1h4 b4e1 d4d1 e1d1,749,78,96,951,mate mateIn2 middlegame queensideAttack short,https://lichess.org/P45oguds#44,
02FJ8,5k1r/pr2b1p1/1p1p1p1p/2nN1b2/2BB4/8/P4PPP/3RRK2 b - - 7 24,f5g6 d4c5 b6c5 c4a6,2179,75,92,6455,advantage middlegame short,https://lichess.org/R0XluWCo/black#47,
02FJx,3r2k1/6pp/p3p3/4Np2/1p1QbP2/1P5P/P5PK/2R5 b - - 0 31,d8d4 c1c8 d4d8 c8d8,704,103,73,35,endgame mate mateIn2 short,https://lichess.org/6P11bkFh/black#61,
02FKX,4b3/8/5k2/7p/p2N3P/1p2K1P1/1P6/8 w - - 0 43,e3f4 a4a3 d4b3 a3b2,1952,76,85,74,advancedPawn crushing endgame short,https://lichess.org/pRsq34vo#84,
02FOC,r7/3n2pp/2pkp3/1p2p3/pP2P1P1/1P2KP2/2P1N2P/R7 b - - 0 24,a4b3 a1a8 b3b2 e2c3,1325,75,70,196,crushing endgame hangingPiece master short,https://lichess.org/UsAXlYEO/black#47,
02FOJ,5rk1/2R1Qpp1/p3p2r/3q3p/3P4/7P/1P3PP1/2R3K1 b - - 8 27,h5h4 c7c8 f8c8 c1c8 g8h7 e7f7,1844,76,91,1731,advantage endgame long,https://lichess.org/35Olh13t/black#53,
02FSn,r2qk2r/1pp3p1/p1nbbn1p/3p1p2/3P4/PQN1PN1P/1PPB1P2/R3KB1R w KQkq - 0 13,b3b7 c6a5 b7a8 d8a8,1352,75,93,1610,crushing master middlegame short trappedPiece,https://lichess.org/Yc1JzevW#24,Dutch_Defense Dutch_Defense_Janzen-Korchnoi_Gambit
02FTV,r1q1k3/pppbn3/3p2r1/3PpPn1/1PP3p1/P1NBQ3/5PPN/R4RK1 b q - 0 20,e7f5 d3f5 d7f5 f2f4 g4f3 h2f3,2090,75,82,75,advantage long middlegame,https://lichess.org/6VQrn3YJ/black#39,
02FUE,r4rk1/pp3ppp/2p1bq2/4pn2/4Q3/P2B4/1PP2PPP/2KR2NR b - - 3 16,f5d4 e4h7,499,82,100,172,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/OwcxrPJl/black#31,Indian_Defense Indian_Defense_Other_variations
02FYq,r4rk1/4Qp2/3p2p1/3P2Pp/2nB3P/1N6/qPP5/1K1R1R2 w - - 1 32,b1c1 a2a1 b3a1 a8a1,1478,76,73,191,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/ag1ROex4#62,
02Fag,2N5/P1p4p/1p3k2/1P1p1p1p/3Pr3/6n1/5K2/8 b - - 4 54,g3h1 f2f3 h1g3 a7a8q,2171,77,84,102,advancedPawn advantage defensiveMove endgame promotion short,https://lichess.org/ZdscDP5J/black#107,
02Fdp,3k3r/pp1P1ppp/r1p3q1/1N3n2/6n1/8/PP3PPP/2RQR1K1 b - - 2 19,g6f6 d1g4 c6b5 c1c8 d8d7 c8h8,2449,89,80,50,crushing exposedKing long middlegame skewer,https://lichess.org/RC6zVLF7/black#37,Kings_Pawn_Game Kings_Pawn_Game_Macleod_Attack
02Fi0,r2q1rk1/pp1bbpp1/3p1n1p/2p5/2B1P2B/2NQ4/PPP2PPP/R4RK1 w - - 2 12,c3d5 f6d5 c4d5 e7h4,1151,77,91,225,advantage discoveredAttack middlegame short,https://lichess.org/Bs2R5kfG#22,Italian_Game Italian_Game_Other_variations
02FsQ,b3RQ2/p1p2ppk/7p/8/8/3P3P/PPP1NP1K/4q1q1 w - - 0 26,e2g1 e1f2,1028,75,100,246,endgame mate mateIn1 oneMove,https://lichess.org/1SBppdbE#50,
02Fvr,5K2/r5P1/5k2/8/8/8/8/8 w - - 7 57,g7g8q a7a8,1089,80,82,717,endgame master mate mateIn1 oneMove queenRookEndgame,https://lichess.org/pzwG92Qv#112,
02Fwp,2b5/p4p1k/3q1Pp1/2p5/3p1p1P/1R3P2/PQ4P1/6K1 w - - 0 48,b3b8 d4d3 b8c8 d3d2 b2b3 d2d1q,1657,76,96,11058,advancedPawn crushing endgame long promotion sacrifice,https://lichess.org/VlNqe98k#94,
02G2S,7R/1P3k2/6p1/5p1p/1r3K1P/8/6P1/8 w - - 5 52,f4g5 f7g7 h8g8 g7g8 b7b8r b4b8,1869,74,93,506,crushing endgame long rookEndgame,https://lichess.org/bE2joVMH#102,
02GAF,8/R5k1/8/1p4KP/p4p2/1r3P2/8/8 b - - 6 43,g7h8 g5g6 b3c3 a7a8 c3c8 a8c8,1535,74,92,617,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/TJcdh3bz/black#85,
02GG8,4r3/K1B4R/2kP2p1/P7/8/r5P1/7P/8 w - - 3 41,a5a6 a3a6 a7a6 e8a8,1669,75,92,4358,attraction endgame master mate mateIn2 sacrifice short,https://lichess.org/13kqOshR#80,
02GGR,6k1/5bpp/p5q1/1pP1p3/r2pP3/Q4P1P/6P1/2R2RK1 w - - 0 32,a3b2 a4a2 b2a2 f7a2,1301,75,92,389,crushing endgame short,https://lichess.org/FAQ5ks9b#62,
02GOZ,8/8/8/2R5/P4pB1/6b1/1P3pK1/4k3 w - - 1 46,c5c8 f2f1q,924,79,94,70,advancedPawn endgame mate mateIn1 oneMove promotion,https://lichess.org/8KJMNIVb#90,
02GU0,8/1pr5/3k2p1/3P1p1p/1KR1p2P/P5P1/5P2/8 b - - 0 44,c7c4 b4c4 b7b6 a3a4,1492,75,96,2119,crushing defensiveMove endgame short,https://lichess.org/KqZQxJ0c/black#87,
02GVg,5r2/8/1p3qkp/2n5/1PP3P1/4Q2P/8/4R1K1 b - - 0 36,c5d7 e3d3 g6g7 d3d7,1599,74,94,2263,advantage endgame fork short,https://lichess.org/QSd8jKet/black#71,
02Ggp,5rk1/p1p2ppp/1pn5/5N2/3q1BQ1/P1n5/2P3PP/4R2K b - - 0 19,c3e4 f5d4 e4f2 h1g1 f2g4 d4c6,2232,79,84,152,advantage long middlegame,https://lichess.org/WTFLBo2s/black#37,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
02GjU,r1b5/1p1p1Qkp/p1np1p1N/6q1/P2p4/3B4/1PP2PPP/R5K1 b - - 0 19,g7h6 f7h7,750,95,57,22,mate mateIn1 middlegame oneMove,https://lichess.org/RNko5VFC/black#37,
02GkM,1r1qkb1r/1p3ppp/4b3/p2pP3/P7/1Q6/1P3PPP/RNB2RK1 w k - 3 15,b1c3 d5d4 b3b5 e6d7 b5d3 d4c3,1168,75,91,1598,crushing defensiveMove long middlegame,https://lichess.org/AJRTTvFc#28,Alekhine_Defense Alekhine_Defense_Two_Pawn_Attack
02Gmj,6k1/3r1pp1/npNp4/2pP3Q/2q4b/P6P/1P2rNP1/1R3RK1 w - - 1 28,f2g4 c4e4 g4h6 g7h6,2242,79,90,516,crushing middlegame short,https://lichess.org/k50aoy3u#54,
02Gn8,8/8/6p1/5pkp/1Q6/P5PK/1q4P1/8 b - - 0 51,b2e5 b4h4 g5h6 h4f4 e5f4 g3f4,2063,74,97,564,crushing endgame long queenEndgame,https://lichess.org/NlnOOioQ/black#101,
02GrG,8/5p2/2R1k1p1/p2r3p/P4KP1/5P1P/8/8 b - - 1 37,d5d6 c6d6 e6d6 g4h5,1881,76,92,254,crushing endgame rookEndgame short,https://lichess.org/uKmQi87A/black#73,
02GrY,2r2rk1/1p1b1ppp/p3p1n1/3pP3/P1q5/R4NP1/1B1Q1PBP/4K2R w K - 6 20,g2f1 c4e4 f1e2 c8c2,1620,76,81,64,clearance crushing middlegame short,https://lichess.org/beXQ6m2q#38,
02Grv,2r2r1k/1ppb2b1/p3q1Bp/2PR4/8/P1N1P3/1PQ2PP1/2K4R w - - 1 21,g6f5 f8f5 c2f5 e6f5 d5f5 d7f5,1528,78,84,174,advantage hangingPiece long middlegame,https://lichess.org/P3OJ3gEv#40,
02H62,2kn1rr1/ppp5/8/2PRp1Bp/1P2p2P/P3P1p1/6P1/5RK1 b - - 3 28,d8f7 g5e7 f8d8 e7d8,1843,102,41,19,crushing endgame short,https://lichess.org/6Ry93u3W/black#55,
02H6C,r1bq1r2/ppbn2k1/4p1p1/3pP1p1/3P1p2/2PB1N1Q/PP5P/R1B2RK1 w - - 0 19,h3e6 d7e5 e6e5 c7e5,1831,106,-75,22,advantage opening short trappedPiece,https://lichess.org/VQZAStpr#36,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
02H6O,4r1k1/pp4np/2pp1RpB/4p3/3pP3/3P3P/PPP1K1P1/8 b - - 0 23,e8e6 h6g7 e6f6 g7f6,1077,75,99,1030,advantage endgame short,https://lichess.org/JeTQKr1P/black#45,
02H9Q,8/5pk1/5p2/5P2/6P1/3pR3/2pKp3/8 w - - 4 51,e3e7 g7h6 e7e4 h6g5,2054,74,95,302,crushing endgame rookEndgame short,https://lichess.org/4R9HmSAo#100,
02HLP,8/3N2p1/7p/3p4/p1p4P/2P3K1/Bk4P1/8 w - - 0 41,d7c5 a4a3 g3f4 b2a2,2002,77,84,66,crushing endgame short trappedPiece,https://lichess.org/ZOrXWWwC#80,
02HLs,8/5Bk1/8/3bq3/2p5/2P2Rp1/1P4P1/5R1K w - - 1 43,f7d5 e5h5 h1g1 h5h2,1012,75,99,1302,endgame fork mate mateIn2 short,https://lichess.org/CaJsV92Y#84,
02HMU,r1bq1bnr/pppp2p1/2nk3p/4pQ2/3PP3/5N2/PPP2PPP/RNB1K2R b KQ - 0 7,d8f6 d4e5 c6e5 c1f4 f6f5 e4f5,2054,77,79,100,advantage fork long opening,https://lichess.org/vmmMR2b1/black#13,Bishops_Opening Bishops_Opening_Other_variations
02HQM,2kr4/1bq2pQ1/p3p3/2pp4/6R1/2P4r/P1P1BP1P/1R4K1 w - - 0 21,e2f1 c7h2,728,101,94,460,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/BVdQBuB7#40,
02HQm,4r2k/p6p/1p4pP/2p1Q3/2Pp1R2/6PK/P1P5/8 b - - 6 41,e8e5 f4f8,415,101,91,183,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/SEGCESiR/black#81,
02HTU,r7/4k1p1/3p1n1p/1pp1p3/4PP2/1BPq3P/6P1/4QRK1 b - - 0 27,f6e4 f1f3 d3f3 g2f3,1951,82,61,47,advantage endgame short,https://lichess.org/vS807N6i/black#53,
02HTm,5k2/p2n1ppp/4p3/1Q2n3/8/4q3/PP4PP/5R1K b - - 0 24,e5g4 b5b4 e3c5 b4g4,2067,75,91,1322,advantage endgame fork short,https://lichess.org/BJ9z51Eh/black#47,
02HX9,rn3r1k/pp3p2/4p2p/4N2N/3p4/P7/1PP5/2K3R1 b - - 3 26,f8g8 e5f7 h8h7 h5f6,1239,77,85,796,endgame mate mateIn2 short,https://lichess.org/0Nj1eFwe/black#51,
02HYo,2rr2k1/pp3ppp/2n5/3p4/QP6/P3P3/1q2NPPP/2R2RK1 w - - 1 20,e2d4 c6d4 c1c8 d4e2 g1h1 d8c8,1511,74,93,2885,crushing intermezzo long middlegame sacrifice,https://lichess.org/rqqEGw1Q#38,
02Hhq,1b6/p6k/1p5p/3p1p2/PP2nP2/2P1Q1Pq/7P/4R2K w - - 1 40,e3d4 e4g3 h1g1 g3e4,1812,74,88,175,crushing endgame pin short,https://lichess.org/jDpqJItu#78,
02HkX,r2qk2r/1p1n1pp1/p2p4/4p2p/4P1bb/2NQ1nP1/PPP1NPB1/R1B2R1K b kq - 1 15,h4e7 g2f3 d7c5 d3e3 e7g5 e3g5 d8g5 c1g5,1641,75,48,110,advantage master opening veryLong,https://lichess.org/5lu3U75Y/black#29,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
02Hq5,r2qk2r/2p1n1pp/1bP2p2/pP2p3/Q2pP3/B1Pb4/P2N1PPP/RN2R1K1 w kq - 0 18,c3d4 d8d4 a4d4 b6d4 d2b3 d4a1,1925,116,2,47,advantage long middlegame trappedPiece,https://lichess.org/VpTLyxMo#34,Ruy_Lopez Ruy_Lopez_Nurnberg_Variation
02Ht4,r1b2rk1/1pR3b1/3q2p1/1Q1Pp2p/4P2P/5p2/B4PP1/R4NK1 w - - 0 25,g2g3 d6c7 d5d6 a8a2 d6c7 a2a1,2461,78,91,2014,advantage hangingPiece long middlegame,https://lichess.org/B8bFeLSf#48,
02I1j,8/8/p7/5PP1/P4K2/2p5/3k4/4r1R1 w - - 5 52,g1e1 d2e1 f5f6 c3c2 f6f7 c2c1q,951,93,95,232,advancedPawn crushing endgame long promotion,https://lichess.org/7G5T7Bo8#102,
02I21,8/1k3p2/1P3P1p/8/3K4/8/8/8 w - - 3 56,d4e4 b7b6 e4d5 b6c7,1502,76,93,2484,crushing defensiveMove endgame master pawnEndgame short,https://lichess.org/mC6cqjr8#110,
02I54,8/8/2p5/3kpP1p/p1p4P/P1P1K3/1P6/8 b - - 1 34,c6c5 e3f3 e5e4 f3f4 e4e3 f4e3 d5e5 f5f6 e5f6 e3f4,2253,79,86,54,crushing defensiveMove endgame pawnEndgame veryLong zugzwang,https://lichess.org/IHNaP26x/black#67,
02I6H,r3k1nr/pp1b1ppp/2nB4/1B1N4/Q2P4/7P/Pq1NKP2/8 b kq - 1 15,e8c8 d5b6 a7b6 a4a8 c6b8 a8b8,1921,75,88,251,long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/e71xtyYm/black#29,English_Opening English_Opening_Caro-Kann_Defensive_System
02I9K,6k1/4Q1n1/4p3/p7/1p6/1Pq5/P4P2/K1B5 w - - 3 40,c1b2 c3e1 b2c1 e1c1,958,76,100,319,endgame mate mateIn2 short,https://lichess.org/ZQcHKGBg#78,
02IJi,3r2k1/p6p/1p1q2p1/3P1p2/8/3Q2PP/P4P2/4R1K1 b - - 1 28,d6d5 e1e8 d8e8 d3d5,1021,76,96,3830,advantage deflection endgame short,https://lichess.org/rjVWNywA/black#55,
02IO1,r4rk1/1ppb2pp/p1n1p3/3p1pN1/3P1P2/P1BQPB2/1PP4q/2KR4 b - - 1 17,c6e7 d1h1 d7b5 h1h2,1653,80,46,47,advantage middlegame short,https://lichess.org/J1DVEroz/black#33,Queens_Pawn_Game Queens_Pawn_Game_Mason_Attack
02IQK,4r2k/pb1Q1npp/1p6/8/8/5P2/P5PP/6K1 b - - 0 25,f7d8 d7e8,464,101,82,828,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/u1PVLh5k/black#49,
02IX7,2R5/8/3k2p1/5p1p/4b2P/1K4P1/8/8 w - - 1 50,c8g8 e4d5 b3c3 d5g8,821,80,94,515,crushing endgame fork short,https://lichess.org/GKdqHfbY#98,
02IbZ,2r2k2/p4pp1/4p2p/8/8/2P3P1/qP1Q1P1P/3R1K2 b - - 2 30,f8e7 d2d7 e7f6 d7c8,893,76,94,372,crushing endgame fork short,https://lichess.org/JcKpUAej/black#59,
02Id6,r5nr/p1Nk1ppp/1pn5/1Bb1p3/4P3/1Q6/PPP3qP/R1BK3R w - - 3 13,b3f7 g8e7 f7f1 g2f1,1737,76,94,1378,advantage defensiveMove middlegame short,https://lichess.org/yqSvQo0q#24,Philidor_Defense Philidor_Defense_Other_variations
02IiD,r4bkr/5N1p/p1q3p1/3np3/4R3/Q1P5/1P4PP/2B2R1K b - - 0 29,f8a3 f7h6 g8g7 f1f7,1341,76,96,16839,mate mateIn2 middlegame short,https://lichess.org/bdTapRRD/black#57,
02Inh,3rkb1r/pb2pppp/5q2/3N4/8/3Q1P2/PPP3PP/2KR1B1R b k - 0 13,b7d5 d3b5 d5c6 d1d8 e8d8 b5b8,1407,75,93,4866,attraction crushing discoveredAttack long middlegame,https://lichess.org/BXTsRpDm/black#25,Sicilian_Defense Sicilian_Defense_Open
02IqG,r2r2k1/p4pn1/4pBp1/1p6/3P1Q1R/2q4P/6P1/6K1 b - - 3 35,d8d5 h4h8 g8h8 f4h6 h8g8 h6g7,1799,76,86,279,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/BfFqbEze/black#69,
02Ir8,8/8/p3k1p1/1p2Pp1p/2b4P/P4B2/1P3KP1/8 w - - 1 42,b2b4 c4d5 f3e2 e6e5,2041,75,87,77,bishopEndgame crushing endgame short,https://lichess.org/rXL8HYdc#82,
02IrF,5r1k/pp4pp/4qr2/1P1np3/P1Q5/B1P2p2/5PPP/3R1RK1 w - - 0 25,c4d5 e6g4 g2g3 g4h3 d5f3 f6f3,1886,76,91,513,crushing long middlegame,https://lichess.org/WoZ5wdv5#48,
02IwQ,r1q2r1k/pppb2p1/2nb1n1p/4ppN1/4P3/1QP3P1/PP1N1PBP/R1B2RK1 w - - 2 13,g5f7 f8f7 b3f7 d7e6 f7f6 g7f6,1937,77,92,2467,advantage long middlegame sacrifice,https://lichess.org/vfqk74vm#24,Zukertort_Opening Zukertort_Opening_Black_Mustang_Defense
02IyU,2b1B1k1/pp6/2n2r2/2Np4/2p3P1/2P1p2P/PP6/2KR4 w - - 0 31,d1d5 f6f1 d5d1 e3e2,1562,81,79,40,advancedPawn advantage endgame short,https://lichess.org/Eua4AjCK#60,
02J0r,7Q/2k2p2/p6b/1p1ppP1p/8/P4N2/KP4PP/5q2 b - - 3 32,f1g2 h8e5 c7d7 e5d5,1545,97,85,21,crushing endgame short,https://lichess.org/imIYKb8R/black#63,
02J4S,r4r2/pp1q1p1k/2p1n2B/4Pp2/2Pb3Q/P7/6PP/3R3K b - - 1 26,h7g6 h6f8 e6f8 d1d4 d7d4 h4d4,2772,90,78,286,advantage long middlegame,https://lichess.org/2GjU6yGW/black#51,
02J8U,4r1k1/1p3pp1/p1n2n1p/3p4/P1pP1qb1/2P2N1P/1PBN1PP1/R4QK1 b - - 2 21,g4f5 g2g3 f4f3 d2f3,1671,74,89,306,advantage middlegame short,https://lichess.org/cXkuF888/black#41,
02JC9,3r1r2/pp3pkp/6pq/8/2PpN3/1B1Q4/P4RKP/8 b - - 7 34,d8e8 d3d4 f7f6 e4f6 h6g5 f6g4,2059,85,83,63,middlegame,https://lichess.org/zOJOVmSS/black#67,
02JPn,r7/5kp1/p3pnp1/1pb2r2/3nb1p1/3Q4/PPPBNP1P/2KRR3 w - - 6 22,d3c3 d4c2 e2g3 c2b4 g3e4 b4a2 c1b1 a2c3,2586,90,77,98,advantage fork middlegame veryLong,https://lichess.org/EvCDGrf4#42,
02JQH,rn1b1rk1/6p1/3p4/2pPpp1Q/Np1q3P/1P1B4/P4P2/1K1R2R1 b - - 3 23,d4h4 g1g7 g8g7 d1g1 h4g5 g1g5,1770,74,90,2523,attraction crushing kingsideAttack long middlegame sacrifice,https://lichess.org/aeZrFnCi/black#45,
02JQq,1r4k1/1p5p/p2q1rp1/P2p1p2/2p5/2Q5/2P3PP/1R1R3K b - - 4 29,d6c6 b1b6 f6f7 b6c6,1562,76,95,5969,crushing endgame short,https://lichess.org/HKvb5oNg/black#57,
02JZ9,1r2qBk1/p1p5/2p2pb1/5P2/2n1P3/6Q1/PPP3P1/2K4R b - - 0 25,e8f8 f5g6 f8d6 h1h8,2352,127,69,18,advantage endgame hangingPiece short,https://lichess.org/10lL23fa/black#49,
02Jb3,5k2/ppp3p1/3pR3/4b3/6Q1/3q2P1/P4PK1/8 w - - 0 37,g4h5 d3d5 g2g1 d5e6,1352,74,94,3201,crushing endgame fork short,https://lichess.org/W1IP2Yei#72,
02Jcl,1k4r1/1b3R2/p3Q3/1pp3q1/5N1p/3P4/PP3RnP/6K1 w - - 1 31,f4g2 g5c1 f2f1 g8g2 g1h1 c1f1,2404,88,46,26,crushing deflection discoveredAttack long middlegame pin,https://lichess.org/e7I1d6j7#60,
02Jfx,r3kb1r/pp3pp1/3pb2p/q1p5/1n2Q2B/2N5/PPP2PPP/R3KB1R b KQkq - 2 13,b4d5 f1b5 a5b5 c3b5,1687,76,86,1644,crushing middlegame short,https://lichess.org/YlXYBX4F/black#25,Benoni_Defense Benoni_Defense_Old_Benoni
02Joc,r2q1rk1/4nppp/p2p1P2/2pNb3/1p2P1Q1/3B3P/P1P3P1/1R3R1K b - - 0 22,e7d5 g4g7,1475,178,72,109,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/i2mSSIOD/black#43,
02JpW,r1b1k1nr/1pBp1ppp/p1n1p3/2b5/2P5/q1N1P3/P3NPPP/1R1QKB1R b Kkq - 3 9,g8e7 b1b3,1378,183,-41,10,advantage oneMove opening,https://lichess.org/9JBlYuXD/black#17,Benoni_Defense Benoni_Defense_Benoni_Gambit_Accepted
02JtO,r2q1r2/ppp2ppk/8/8/8/P2R1P2/1PQ2P1P/2K4R b - - 0 17,d8f6 d3d6 f6g6 d6g6,1081,74,88,217,crushing discoveredAttack endgame short,https://lichess.org/1KVSy8eM/black#33,Ponziani_Opening Ponziani_Opening_Jaenisch_Counterattack
02JuR,R7/4Rppk/6rp/1p6/2nPp3/4Pq1P/2Q2PP1/6K1 w - - 10 35,c2e4 f3d1 g1h2 c4d2,1995,75,91,413,advantage endgame short,https://lichess.org/7NE0V9Eq#68,
02Jv8,1r4k1/p2R2pp/1pN1p3/8/8/8/bP3PPP/6K1 b - - 0 26,b8c8 c6e7 g8f8 e7c8,875,76,99,3208,crushing endgame fork short,https://lichess.org/SbM3fnCq/black#51,
02Jyd,4rk2/5p2/3R4/3P2R1/2p1r2p/2P4P/5KP1/8 w - - 0 34,d6c6 e4f4 f2g1 e8e1 g1h2 f4f1 c6c8 f8e7 g5e5 e1e5,2009,75,93,1459,crushing endgame quietMove rookEndgame veryLong,https://lichess.org/S1e5lzGu#66,
02K0F,6k1/5ppb/p2P1n2/2p5/2Pb1PP1/2N2Q1P/1P1q4/4NK2 b - - 0 32,d4c3 f3a8 f6e8 a8e8,1402,188,-35,4,endgame mate mateIn2 short,https://lichess.org/4vcI58fO/black#63,
02K3C,r1b1kb1r/pp2pppp/2n2n2/3P4/2B5/q4N2/P2B1PPP/1R1QK2R b Kkq - 2 11,c8g4 d5c6 b7c6 d2b4 a3b4 b1b4,1954,79,88,45,crushing long opening trappedPiece,https://lichess.org/rSiFHwLh/black#21,Sicilian_Defense Sicilian_Defense_Old_Sicilian
02K3Z,r4rk1/6p1/2p2b1p/2P1pq2/2N2p1n/1Q3P2/6PP/2BRR1K1 b - - 4 28,f5g6 c4e5 g8h8 e5g6,960,143,85,32,middlegame,https://lichess.org/xJOoiH8Z/black#55,
02K78,8/8/5p2/8/4KP1k/8/8/8 b - - 0 65,h4h5 e4f5 h5h6 f5f6,1086,109,75,30,crushing endgame pawnEndgame short,https://lichess.org/5Q0epH73/black#129,
02KAh,r1bq1k1r/pppp2p1/2n2n1p/2b3BB/4P3/1Qp2N2/P4PPP/RN3RK1 b - - 1 11,h6g5 b3f7,1064,136,100,13,mate mateIn1 oneMove opening,https://lichess.org/vlpnvsac/black#21,Italian_Game Italian_Game_Evans_Gambit
02KDM,1kr4r/ppq1bp2/2b3pp/3pP3/2B2P2/P7/1B2Q1PP/1RR3K1 w - - 0 22,c4d5 c7b6 g1h1 c6d5,1375,75,74,332,advantage intermezzo middlegame short,https://lichess.org/wTAxX14r#42,
